entity,doc_freq,types,primary_type,idf,tfidf_proxy
Solarpower Europe,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Spv Market Research,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Studio Gear Up,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Universita Degli Studi Firenze,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Vestas,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Windeurope,1,['Sector'],Sector,7.404279118037268,7.404279118037268
World Bioenergy Association,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Kristine Douaud,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Nicola Clark,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Gaëlle Bruneau,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Ivo Letra,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Office Of Management And Administration,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Iea-Remr@Iea.Org,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Regional Forecast Summaries,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Policy And Procurement Trends,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Renewables And Energy Security,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Financial Health Of Renewable Energy Companies,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Renewables And Electricity Prices,1,['Metric'],Metric,7.404279118037268,7.404279118037268
The Role Of Wind And Solar Pv In Power Systems,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Maritime,1,['Sector'],Sector,7.404279118037268,7.404279118037268
158,1,['Metric'],Metric,7.404279118037268,7.404279118037268
162,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Policy Trends,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Biofuels And Energy Security,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Recent Global And Regional Trends And Policy Updates,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Outlook For 2030,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Chapter 4,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Regional Trends And Forecasts,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Global Renewable Power Capacity,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Geothermal Capacity Additions,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Renewable Power Capacity Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Renewable Energy Growth Forecast,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Federal Tax Credits Phase Out,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Import Restrictions,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Offshore Wind Leasing Suspension,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Onshore Wind And Solar Pv Permitting Restrictions,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Fixed Tariffs To Auctions Shift,1,['Policy'],Policy,7.404279118037268,7.404279118037268
2035 Wind And Solar Target,1,['Metric'],Metric,7.404279118037268,7.404279118037268
India Renewable Expansion,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Rooftop Solar Projects Support,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Hydropower Permitting,1,['Policy'],Policy,7.404279118037268,7.404279118037268
India 2030 Renewable Target,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Utility-Scale Solar Pv Capacity Installations,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Corporate Power Purchase Agreement Activity,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Offshore Wind Outlook,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Solar Pv Growth In Saudi Arabia,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Wind Deployment,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Renewable Power Capacity 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Renewable Capacity Tripling Goal,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Accelerated Case Policies,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Policy Uncertainties,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Permitting Timelines,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Investment In Grid Infrastructure,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Flexibility For Variable Renewables Integration,1,['Policy'],Policy,7.404279118037268,7.404279118037268
De-Risk Financing,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Developers And Buyers,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Renewable Developers,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Manufacturers,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Utility Contracts,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Global Electricity Supply,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Curtailment Levels,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Peak Solar Generation,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Smart Ev Chargers,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Dispatchable Power Plants,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Policies To Boost Dispatchability And Storage,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Firm-Capacity Auctions For Solar Pv And Wind,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Energy Diversification,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Non-Hydro Renewable Power Capacity,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Last Five Years,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Heat Sector,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Usd 1.3 Trillion,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Renewable Electricity Capacity Additions,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Utility-Scale Installations,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Geothermal Power,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Auction-Based Contract-For-Difference System,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Long-Term Fixed Tariffs,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Difference System,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Global Renewable Capacity Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
2025 And Beyond,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
New Policy,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Market-Driven Growth For Renewables,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Grid Integration,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Previous Policy,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Coal Benchmark Prices,1,['Metric'],Metric,7.404279118037268,7.404279118037268
31 May 2025,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Solar Pv (Ac) Additions In China May 2025,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Solar Pv (Ac) Additions In China May 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Solar Pv (Ac) Additions In China June 2025,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Wind Power Additions May 2025,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Wind Power Additions June 2025,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Second Half Of 2025,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
China'S Renewable Capacity Additions 2025 Main Case,1,['Metric'],Metric,7.404279118037268,7.404279118037268
China'S Renewable Capacity Additions 2025 Accelerated Case,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Natural Gas Imports From Russia,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Net Metering Incentives,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Global Annual Renewable Capacity Additions,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Policy Support For Solar Pv And Wind,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Dispatchable Renewables,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Developing Countries,1,['Region'],Region,7.404279118037268,7.404279118037268
Renewable Electricity Additions 2025-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
4 600 Gw,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Distributed Solar Pv Applications,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Industrial Solar Pv,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Off-Grid Solar Pv Projects,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Cumulative Onshore Wind Capacity Additions 2025-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Japan (Country),1,['Region'],Region,7.404279118037268,7.404279118037268
Conventional Geothermal Projects,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Advanced Geothermal Projects,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Supply Chain Bottlenecks,1,['Policy'],Policy,7.404279118037268,7.404279118037268
2013-2030,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
16.5 Gw,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Renewable Energy Growth Forecast 2025-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
248 Gw Less Renewable Capacity,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Bioenergy For Power,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Utility-Scale Solar Pv Projects,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Investment And Production Tax Credits,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Foreign Entities Of Concern (Feoc) Restrictions,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Executive Order Suspending Offshore Wind Leasing,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Executive Order Restricting Permitting Of Onshore Wind And Solar Pv Projects On Federal Land,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Distributed Solar,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Residential Solar Pv Systems,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Expiration Of Residential Solar Pv Tax Credits,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Residential Solar Pv Tax Credits,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Other Technologies Tax Credits,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Provincial Coal Benchmark Prices,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Provincial Competitive Auctions,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Regional Wholesale Markets,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Commercial And Industrial Solar Pv Systems,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Waste-To-Energy Projects,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Residential Projects,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Offshore Wind Auctions,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Rooftop-Pv Support Scheme,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Utility Pv,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Distributed Solar Pv System,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Desalination,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Bilateral Contracts,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Cop28 In Dubai 2023,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Renewable Capacity Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Discoms Financial Health,1,['Metric'],Metric,7.404279118037268,7.404279118037268
State-Level Renewable Portfolio Obligations,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Power Purchase Agreements Delays,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Average Variable Renewable Energy (Vre) Penetration,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Grid Development,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Acc Case,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Fossil Fuel-Fired Power Fleets,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Long-Term Contracts With Take-Or-Pay Clauses,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Transmission And Distribution Infrastructure,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Innovative Financing Mechanisms,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Grid Infrastructure Expansion,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Financing Costs,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Project Risks,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Electricity Access And Services,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Auction Volumes Visibility,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Announcement To Contract-Signing Period,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Electricity Generation 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Electricity Generation 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Renewable Electricity Generation 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Renewable Energy Capacity Growth 2025-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Market-Based Auctions,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Electricity Sector Reforms,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Two-Way Contracts For Difference (Cfds),1,['Policy'],Policy,7.404279118037268,7.404279118037268
Contracts For Difference (Cfds),1,['Policy'],Policy,7.404279118037268,7.404279118037268
Provincial Level,1,['Region'],Region,7.404279118037268,7.404279118037268
Five Provinces With Operational Markets As Of Mid-2025,1,['Region'],Region,7.404279118037268,7.404279118037268
Installed Renewables,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Market Pricing Transition,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Revenue Volatility,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Solar Pv Developers,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Utility-Scale Solar Pv Forecast,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Distributed Solar Pv Forecast,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Commercial Solar Pv Applications,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Residential Solar Pv Applications,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Fixed Tariffs Phase-Out In 2024,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Residential Solar Capacity Additions,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Commercial And Industrial Solar Pv Prospects,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Module Costs,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Self-Consumption Economics,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Contracts For Difference (Cfds) Policy Change,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Higher-Cost Renewable Energy Technologies,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Offshore Wind Costs,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Onshore Wind Costs,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Onshore Wind Projects,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Offshore Wind Capacity Projections 2025-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Bioenergy Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Bioenergy Capacity Additions 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Bioenergy Forecast 2025-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Pumped-Storage Hydropower (Psh) Capacity Additions 2023-2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Conventional Hydropower Capacity Additions 2023-2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Variable Renewables Balancing Need,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Pumped-Storage Hydropower (Psh) Capacity 2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Pumped-Storage Hydropower (Psh) Forecast Increase,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Conventional Hydropower Additions 2025-2030,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Renewable Energy Curtailment Volumes 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Wind Curtailment 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Solar Pv Curtailment 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
